LocationID,zone,borough,lon,lat
115,Grymes Hill/Clifton,Staten Island,-74.08783880974954,40.61797137588924
116,Hamilton Heights,Manhattan,-73.94852173020875,40.827012654925355
117,Hammels/Arverne,Queens,-73.78962208250111,40.59405875281409
118,Heartland Village/Todt Hill,Staten Island,-74.13297872511701,40.58655462662637
119,Highbridge,Bronx,-73.92615723620787,40.83782699169886
120,Highbridge Park,Manhattan,-73.93018219742844,40.846667748302785
121,Hillcrest/Pomonok,Queens,-73.80244428186217,40.728333322973015
122,Hollis,Queens,-73.76113699730595,40.710639284251066
123,Homecrest,Brooklyn,-73.96433367133905,40.59995429251391
124,Howard Beach,Queens,-73.84491858438541,40.6582479612306
125,Hudson Sq,Manhattan,-74.0074858180095,40.72629041028118
126,Hunts Point,Bronx,-73.88553752149437,40.812074458592114
127,Inwood,Manhattan,-73.91930823586195,40.8660750007278
128,Inwood Hill Park,Manhattan,-73.92436981716098,40.872378809573576
129,Jackson Heights,Queens,-73.8853172406108,40.75731206303918
130,Jamaica,Queens,-73.7939796582272,40.70436877745509
131,Jamaica Estates,Queens,-73.77610076139923,40.72065523874956
132,JFK Airport,Queens,-73.78653298334987,40.64698489239521
133,Kensington,Brooklyn,-73.97619898951326,40.64059007067447
134,Kew Gardens,Queens,-73.82871246597533,40.70805099798809
135,Kew Gardens Hills,Queens,-73.82119590387464,40.7283776832573
136,Kingsbridge Heights,Bronx,-73.90591118270508,40.8652641915249
137,Kips Bay,Manhattan,-73.97649472376762,40.74043897859646
138,LaGuardia Airport,Queens,-73.87362864289105,40.77437570593248
139,Laurelton,Queens,-73.7442343516672,40.67709779790903
140,Lenox Hill East,Manhattan,-73.95473878380504,40.765484087889845
141,Lenox Hill West,Manhattan,-73.95963474149173,40.76694821638323
142,Lincoln Square East,Manhattan,-73.9815322063918,40.77363329302709
143,Lincoln Square West,Manhattan,-73.9876455494439,40.77596522876097
144,Little Italy/NoLiTa,Manhattan,-73.99691854183823,40.72088889344526
145,Long Island City/Hunters Point,Queens,-73.94889145447942,40.74537943399852
146,Long Island City/Queens Plaza,Queens,-73.93482888929138,40.7542425205003
147,Longwood,Bronx,-73.89895638182647,40.81967597930489
148,Lower East Side,Manhattan,-73.99089626184735,40.71893835938026
149,Madison,Brooklyn,-73.94813559494116,40.60491359556376
150,Manhattan Beach,Brooklyn,-73.94362872180558,40.58047327426203
151,Manhattan Valley,Manhattan,-73.96816833309238,40.79796199310003
152,Manhattanville,Manhattan,-73.95378223705632,40.81797514762944
153,Marble Hill,Manhattan,-73.91037866410583,40.875967802212415
154,Marine Park/Floyd Bennett Field,Brooklyn,-73.90259658693124,40.593570836585194
155,Marine Park/Mill Basin,Brooklyn,-73.91527709386867,40.61459098927576
156,Mariners Harbor,Staten Island,-74.16723534170733,40.631307692853035
157,Maspeth,Queens,-73.9023296813136,40.72399507493349
158,Meatpacking/West Village West,Manhattan,-74.00898410478536,40.73503540069666
159,Melrose South,Bronx,-73.91284939799154,40.81825974768985
160,Middle Village,Queens,-73.8800514081495,40.71833677001371
161,Midtown Center,Manhattan,-73.97769793122401,40.758028043526274
162,Midtown East,Manhattan,-73.97235594352028,40.75668765218883
163,Midtown North,Manhattan,-73.97756868222716,40.764421405786784
164,Midtown South,Manhattan,-73.98515639467682,40.74857462935671
165,Midwood,Brooklyn,-73.95682460583805,40.620924048746254
166,Morningside Heights,Manhattan,-73.96176359682921,40.809456961125285
167,Morrisania/Melrose,Bronx,-73.90235177500071,40.82751255686402
168,Mott Haven/Port Morris,Bronx,-73.91682193806463,40.80734716766523
169,Mount Hope,Bronx,-73.9051222193854,40.84905837739127
170,Murray Hill,Manhattan,-73.97849159965227,40.747745793643915
171,Murray Hill-Queens,Queens,-73.80954582099432,40.768351626308466
172,New Dorp/Midland Beach,Staten Island,-74.10501900721492,40.57176889293259
173,North Corona,Queens,-73.86303754486693,40.752579239149604
174,Norwood,Bronx,-73.8790222522603,40.87713760287661
175,Oakland Gardens,Queens,-73.75462173612374,40.74267210348262
176,Oakwood,Staten Island,-74.12258402976961,40.561994234584105
177,Ocean Hill,Brooklyn,-73.91363213611348,40.67664410104018
178,Ocean Parkway South,Brooklyn,-73.97032580128298,40.61731493715172
179,Old Astoria,Queens,-73.92833318686121,40.7715702435834
180,Ozone Park,Queens,-73.84704317269409,40.67559499070675
181,Park Slope,Brooklyn,-73.98141374048748,40.670374325917244
182,Parkchester,Bronx,-73.85798694048576,40.83774866435355
183,Pelham Bay,Bronx,-73.83158179959666,40.84917261718261
184,Pelham Bay Park,Bronx,-73.80785726631285,40.868276203547744
185,Pelham Parkway,Bronx,-73.85439380221179,40.85440471268925
186,Penn Station/Madison Sq West,Manhattan,-73.99243753697608,40.74849718140501
187,Port Richmond,Staten Island,-74.14078750231762,40.62816687457199
188,Prospect-Lefferts Gardens,Brooklyn,-73.94744164500473,40.65874445085669
189,Prospect Heights,Brooklyn,-73.96758681222953,40.67763538934729
190,Prospect Park,Brooklyn,-73.96891374270629,40.661622158356835
191,Queens Village,Queens,-73.7415317699754,40.715454515305204
192,Queensboro Hill,Queens,-73.81522935845769,40.743751485431545
193,Queensbridge/Ravenswood,Queens,-73.94199705818423,40.76031363502697
194,Randalls Island,Manhattan,-73.9245963002457,40.79100078171129
195,Red Hook,Brooklyn,-74.00917849113297,40.67554886228086
196,Rego Park,Queens,-73.86333855806278,40.72615563957923
197,Richmond Hill,Queens,-73.83092407449992,40.69454235438128
198,Ridgewood,Queens,-73.90170926444718,40.70652679441955
199,Rikers Island,Bronx,-73.88265824700598,40.79113290307752
200,Riverdale/North Riverdale/Fieldston,Bronx,-73.9069871077142,40.899529064376466
201,Rockaway Park,Queens,-73.84345281477815,40.57798249377506
202,Roosevelt Island,Manhattan,-73.94995171169586,40.761899749955084
203,Rosedale,Queens,-73.73947255987297,40.6578534180194
204,Rossville/Woodrow,Staten Island,-74.20782608356558,40.5403340052961
205,Saint Albans,Queens,-73.76314612543844,40.69120144680614
206,Saint George/New Brighton,Staten Island,-74.10231250352763,40.63897220516652
207,Saint Michaels Cemetery/Woodside,Queens,-73.89935256434545,40.76398558883056
208,Schuylerville/Edgewater Park,Bronx,-73.8235401189195,40.82331858387751
209,Seaport,Manhattan,-74.00366456329898,40.7090727427931
210,Sheepshead Bay,Brooklyn,-73.94050716694058,40.59202346436429
211,SoHo,Manhattan,-74.00153756565635,40.723888110041734
212,Soundview/Bruckner,Bronx,-73.86967965711676,40.8279021485874
213,Soundview/Castle Hill,Bronx,-73.85813498781434,40.81785855770814
214,South Beach/Dongan Hills,Staten Island,-74.08551235826926,40.58678663305195
215,South Jamaica,Queens,-73.79096393223054,40.69442755408874
216,South Ozone Park,Queens,-73.81945963682766,40.676154037213806
217,South Williamsburg,Brooklyn,-73.9585968450717,40.703916440465775
218,Springfield Gardens North,Queens,-73.77303565610488,40.6720897067673
219,Springfield Gardens South,Queens,-73.7645057855823,40.662184880711415
220,Spuyten Duyvil/Kingsbridge,Bronx,-73.91066467564434,40.88240311320922
221,Stapleton,Staten Island,-74.07370444530254,40.61876927873205
222,Starrett City,Brooklyn,-73.88241292571801,40.64752703432353
223,Steinway,Queens,-73.90540773409828,40.77742692053276
224,Stuy Town/Peter Cooper Village,Manhattan,-73.97659767323346,40.731820636016764
225,Stuyvesant Heights,Brooklyn,-73.93188826440706,40.68816818695491
226,Sunnyside,Queens,-73.92467306585047,40.73769895644442
227,Sunset Park East,Brooklyn,-74.00465205914722,40.641886315765205
228,Sunset Park West,Brooklyn,-74.01127116962904,40.652354649538466
229,Sutton Place/Turtle Bay North,Manhattan,-73.96514579918421,40.75672894163307
230,Times Sq/Theatre District,Manhattan,-73.98419648907571,40.75981761719184
231,TriBeCa/Civic Center,Manhattan,-74.00787970866399,40.717772736265154
232,Two Bridges/Seward Park,Manhattan,-73.9830245583349,40.71473250693942
233,UN/Turtle Bay South,Manhattan,-73.97044256869236,40.74991407790216
234,Union Sq,Manhattan,-73.99045782354732,40.74033744175701
235,University Heights/Morris Heights,Bronx,-73.91597542466441,40.852521149263524
236,Upper East Side North,Manhattan,-73.95701169835736,40.780436437189955
237,Upper East Side South,Manhattan,-73.9656345353807,40.76861518381156
238,Upper West Side North,Manhattan,-73.97304890061592,40.791704934427074
239,Upper West Side South,Manhattan,-73.97863194845081,40.783961430313774
240,Van Cortlandt Park,Bronx,-73.88197807761938,40.89459912750697
241,Van Cortlandt Village,Bronx,-73.8956200178548,40.87651237544554
242,Van Nest/Morris Park,Bronx,-73.85067057708335,40.846782895809824
243,Washington Heights North,Manhattan,-73.93283148761296,40.85710828331442
244,Washington Heights South,Manhattan,-73.94139910573638,40.841708771119755
245,West Brighton,Staten Island,-74.10286011016636,40.6300493918307
246,West Chelsea/Hudson Yards,Manhattan,-74.00401512528654,40.75330906598341
247,West Concourse,Bronx,-73.92440873264256,40.82898823048458
248,West Farms/Bronx River,Bronx,-73.87228927297004,40.83416531682759
249,West Village,Manhattan,-74.00287495910837,40.73457600733176
250,Westchester Village/Unionport,Bronx,-73.84864070062379,40.83210165963214
251,Westerleigh,Staten Island,-74.12534779829355,40.616880007711806
252,Whitestone,Queens,-73.8156568127099,40.7881930167286
253,Willets Point,Queens,-73.84124393899134,40.76063075217255
254,Williamsbridge/Olinville,Bronx,-73.85894823975747,40.88215708304702
255,Williamsburg (North Side),Brooklyn,-73.95741813122186,40.718803918129915
256,Williamsburg (South Side),Brooklyn,-73.95990462730528,40.710879933377385
257,Windsor Terrace,Brooklyn,-73.97798241330014,40.65361187133665
258,Woodhaven,Queens,-73.85576675985413,40.6887213569813
259,Woodlawn/Wakefield,Bronx,-73.85221545370123,40.89793202529466
260,Woodside,Queens,-73.90630644197883,40.74423471780149
261,World Trade Center,Manhattan,-74.01302277174901,40.709138940671856
262,Yorkville East,Manhattan,-73.94651035601466,40.77593240314996
263,Yorkville West,Manhattan,-73.95100987481798,40.77876585543436
